,Location,count,mean,std,min,25%,50%,75%,max,address
2430,E/S LOT 15,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S LOT 15
2431,"E/S LOT 34, LEVEL 1",1.0,0.0,,0.0,0.0,0.0,0.0,0.0,"E/S LOT 34, LEVEL 1"
2432,E/S MILL - 12TH TO 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S MILL - 12TH TO 11TH
2433,E/S MILL - 14TH TO 13TH,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MILL - 14TH TO 13TH
2434,E/S MILL - 17TH TO 16TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MILL - 17TH TO 16TH
2435,E/S MILL - 18TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MILL - 18TH TO 17TH
2436,E/S MILL - 19TH TO 18TH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MILL - 19TH TO 18TH
2437,E/S MILL 13TH TO 12TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MILL 13TH TO 12TH
2438,E/S MILL 19-18,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S MILL 19-18
2439,E/S MILL- 14TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S MILL- 14TH TO 13TH
2440,E/S MOSS - 17TH TO 15TH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S MOSS - 17TH TO 15TH
2441,E/S OAK - 12TH TO 11TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S OAK - 12TH TO 11TH
2442,E/S OAK - 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S OAK - 6TH TO 5TH
2443,E/S OAK 10 -BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OAK 10 -BROADWAY
2444,E/S OAK 10TH -BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OAK 10TH -BROADWAY
2445,E/S OAK 12TH -11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OAK 12TH -11TH
2446,E/S OAK 12TH TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S OAK 12TH TO 11TH
2447,E/S OLIVE - 10TH TO BROADWAY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S OLIVE - 10TH TO BROADWAY
2448,E/S OLIVE - 15TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OLIVE - 15TH TO 13TH
2449,E/S OLIVE - 7TH TO 8TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OLIVE - 7TH TO 8TH
2450,E/S OLIVE 18TH AVE 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OLIVE 18TH AVE 19TH
2451,E/S OLIVE 5TH-6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OLIVE 5TH-6TH
2452,E/S OLIVE 6TH TO 5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S OLIVE 6TH TO 5TH
2453,E/S OLIVE- 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S OLIVE- 6TH TO 5TH
2454,E/S ONYX - 19TH TO 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S ONYX - 19TH TO 18TH
2455,E/S ONYX - 20TH TO 19TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S ONYX - 20TH TO 19TH
2456,E/S ONYX - 24TH TO 23RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S ONYX - 24TH TO 23RD
2457,E/S ORCHARD - 19TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S ORCHARD - 19TH TO 17TH
2458,E/S PATERSON - 12TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PATERSON - 12TH TO 13TH
2459,E/S PATTERSON - 11 TO 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 11 TO 12TH
2460,E/S PATTERSON - 11TH TO 12TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 11TH TO 12TH
2461,E/S PATTERSON - 12TH TO 13TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 12TH TO 13TH
2462,E/S PATTERSON - 13TH TO 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 13TH TO 14TH
2463,E/S PATTERSON - 15TH TO 16TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 15TH TO 16TH
2464,E/S PATTERSON - 16TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 16TH TO 17TH
2465,E/S PATTERSON - 17TH TO 18TH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 17TH TO 18TH
2466,E/S PATTERSON - 19TH TO 20TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON - 19TH TO 20TH
2467,E/S PATTERSON 12TH AVE 1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 12TH AVE 1
2468,E/S PATTERSON 13TH AVE 1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 13TH AVE 1
2469,E/S PATTERSON 14TH AVE 1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 14TH AVE 1
2470,E/S PATTERSON 15TH AVE 1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 15TH AVE 1
2471,E/S PATTERSON 16TH AVE 1,12.0,2.0,6.92820323028,0.0,0.0,0.0,0.0,24.0,E/S PATTERSON 16TH AVE 1
2472,E/S PATTERSON 17TH AVE 1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 17TH AVE 1
2473,E/S PATTERSON 18TH AVE 1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 18TH AVE 1
2474,E/S PATTERSON 22ND AVE 2,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PATTERSON 22ND AVE 2
2475,E/S PATTERSON ST 12TH AV,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,E/S PATTERSON ST 12TH AV
2476,E/S PEARL - 4TH TO 3RD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PEARL - 4TH TO 3RD
2477,E/S PEARL - BRDWY TO 10TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S PEARL - BRDWY TO 10TH
2478,E/S PEARL - BROADWAY TO 10TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S PEARL - BROADWAY TO 10TH
2479,E/S POTTER - 19TH TO 18TH,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S POTTER - 19TH TO 18TH
2480,E/S POTTER - 20TH TO 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S POTTER - 20TH TO 19TH
2481,E/S POTTER - 23RD TO 22ND,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S POTTER - 23RD TO 22ND
2482,E/S UNIV. -19TH TO 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S UNIV. -19TH TO 18TH
2483,E/S UNIVERSITY - 19TH TO 18TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S UNIVERSITY - 19TH TO 18TH
2484,E/S UNIVERSITY - 20TH TO 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S UNIVERSITY - 20TH TO 19TH
2485,E/S UNIVERSITY - 21ST TO 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S UNIVERSITY - 21ST TO 20TH
2486,E/S UNIVERSITY 19-18,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S UNIVERSITY 19-18
2487,E/S VILLARD - 15TH TO FRANKLIN,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S VILLARD - 15TH TO FRANKLIN
2488,E/S VILLARD - FRANKLIN TO GARDEN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S VILLARD - FRANKLIN TO GARDEN
2489,E/S WALNUT - 17TH TO 15TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WALNUT - 17TH TO 15TH
2490,E/S WASHINGTON 10TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WASHINGTON 10TH AVE
2491,E/S WILLAMETTE  11TH TO 10TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE  11TH TO 10TH
2492,E/S WILLAMETTE -  13TH TO 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE -  13TH TO 11TH
2493,E/S WILLAMETTE - 11TH TO 10TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 11TH TO 10TH
2494,E/S WILLAMETTE - 13TH TO 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 13TH TO 11TH
2495,E/S WILLAMETTE - 18TH TO 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 18TH TO 19TH
2496,E/S WILLAMETTE - 5TH TO END,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 5TH TO END
2497,E/S WILLAMETTE - 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 6TH TO 5TH
2498,E/S WILLAMETTE - 8TH TO 7TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - 8TH TO 7TH
2499,E/S WILLAMETTE - BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE - BROADWAY
2500,E/S WILLAMETTE 19TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE 19TH AVE
2501,E/S WILLAMETTE 6-5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE 6-5TH
2502,E/S WILLAMETTE 6TH TO END,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE 6TH TO END
2503,E/S WILLAMETTE 8TH TO 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE 8TH TO 7TH
2504,E/S WILLAMETTE- 11TH TO 10TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLAMETTE- 11TH TO 10TH
2505,E/S WILLIAMETTE - 13TH TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WILLIAMETTE - 13TH TO 11TH
2506,E/S WLM 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E/S WLM 6TH TO 5TH
2507,E/W ALLEY OLIVE ST/WILLA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,E/W ALLEY OLIVE ST/WILLA
2508,EAST 15TH & MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 15TH & MOSS
2509,EAST 15TH @ MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 15TH @ MOSS
2510,EAST 18TH & ONYX,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST 18TH & ONYX
2511,EAST 18TH - EMERALD TO ONYX,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST 18TH - EMERALD TO ONYX
2512,EAST 18TH AVE / ONYX,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 18TH AVE / ONYX
2513,EAST 18TH AVE / ONYX STREET,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,18TH & ONYX
2514,EAST 18TH EMERALD TO ONYX,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 18TH EMERALD TO ONYX
2515,EAST 19TH / EMERALD ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 19TH / EMERALD ALLEY
2516,EAST 20TH & KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 20TH & KINCAID
2517,EAST 23RD & AMAZON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 23RD & AMAZON
2518,EAST 24TH - PATTERSON TO AMAZON PKWY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 24TH - PATTERSON TO AMAZON PKWY
2519,EAST 8TH & WEST PARK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST 8TH & WEST PARK
2520,EAST PARK  - 8,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST PARK  - 8
2521,EAST PARK  - 8`,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST PARK  - 8`
2522,EAST PARK - 8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST PARK - 8
2523,EAST PARK 8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST PARK 8
2524,EAST PARK A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EAST PARK A
2525,EAST PARK-8,863.0,3.03128621089,7.88770926141,0.0,0.0,0.0,0.0,30.0,EAST PARK-8
2526,EASTWOOD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASTWOOD
2527,EASTWOOD /  OAKWAY,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,EASTWOOD /  OAKWAY
2528,EASTWOOD 100,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,EASTWOOD 100
2529,EASTWOOD 2131,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASTWOOD 2131
2530,EASTWOOD 2137,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASTWOOD 2137
2531,EASTWOOD LN.,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASTWOOD LN.
2532,ECHO HOLLOW & BOST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ECHO HOLLOW & BOST
2533,EIGHTH & ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EIGHTH & ALDER
2534,EMERALD - 19TH TO 20TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD - 19TH TO 20TH
2535,EMERALD - 23RD TO 24TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD - 23RD TO 24TH
2536,EMERALD ST  ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST  ALLEY
2537,EMERALD ST  ALLEY 1957 E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMERALD ST  ALLEY 1957 E
2538,EMERALD ST - 20TH TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST - 20TH TO 19TH
2539,EMERALD ST 18TH AVE 19TH,6.0,5.0,12.2474487139,0.0,0.0,0.0,0.0,30.0,18TH & EMERALD
2540,EMERALD ST 1975,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST 1975
2541,EMERALD ST 19TH AVE 18TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19TH & EMERALD
2542,EMERALD ST 19TH AVE 20TH,12.0,6.25,11.8944219165,0.0,0.0,0.0,3.75,30.0,19TH & EMERALD
2543,EMERALD ST 20TH AVE 19TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20TH & EMERALD
2544,EMERALD ST 20TH AVE 21ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20TH & EMERALD
2545,EMERALD ST 21ST AVE 20TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & EMERALD
2546,EMERALD ST 21ST AVE 22ND,5.0,4.8,10.733126292,0.0,0.0,0.0,0.0,24.0,21ST & EMERALD
2547,EMERALD ST 22ND AVE 21ST,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22ND & EMERALD
2548,EMERALD ST 22ND AVE 23RD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22ND & EMERALD
2549,EMERALD ST 23RD AVE 22ND,10.0,6.0,12.6491106407,0.0,0.0,0.0,0.0,30.0,23RD & EMERALD
2550,EMERALD ST 3500,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST 3500
2551,EMERALD ST @ 19TH,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,EMERALD ST @ 19TH
2552,EMERALD ST @ 19TH 18TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST @ 19TH 18TH A
2553,EMERALD ST @ 21ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,EMERALD ST @ 21ST
2554,EMPIRE PARK & BARGER,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,EMPIRE PARK & BARGER
2555,EUGENE AIRPORT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EUGENE AIRPORT
2556,FAIRFIELD 15TH AVE BIRCH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRFIELD 15TH AVE BIRCH
2557,FAIRFIELD SUNSET ROSE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRFIELD SUNSET ROSE
2558,FAIRMONT & SPRING,1.0,40.0,,40.0,40.0,40.0,40.0,40.0,FAIRMONT & SPRING
2559,FAIRMOUNT BLVD 15TH AVE,7.0,10.2857142857,12.8285396118,0.0,0.0,0.0,24.0,24.0,FAIRMOUNT BLVD 15TH AVE
2560,FAIRMOUNT BLVD 17TH AVE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD 17TH AVE
2561,FAIRMOUNT BLVD BIRCH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD BIRCH
2562,FAIRMOUNT BLVD BIRCH 17T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD BIRCH 17T
2563,FAIRMOUNT BLVD BIRCH LN,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD BIRCH LN
2564,FAIRMOUNT BLVD BIRCH ROS,3.0,8.0,6.92820323028,0.0,6.0,12.0,12.0,12.0,FAIRMOUNT BLVD BIRCH ROS
2565,FAIRMOUNT BLVD COLUMBIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD COLUMBIA
2566,FAIRMOUNT BLVD ORCHARD S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD ORCHARD S
2567,FAIRMOUNT BLVD ROSE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD ROSE
2568,FAIRMOUNT BLVD SUNSET RO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD SUNSET RO
2569,FAIRMOUNT BLVD- 15TH AVE AND 1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FAIRMOUNT BLVD- 15TH AVE AND 1
2570,FERRY & EAST 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY & EAST 14TH
2571,FERRY & EAST 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY & EAST 18TH
2572,FERRY - 14TH TO 13TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY - 14TH TO 13TH
2573,FERRY - 16TH TO 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY - 16TH TO 12TH
2574,FERRY ST  BETWEEN 14TH-15TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY ST  BETWEEN 14TH-15TH
2575,FERRY ST 10TH AVE 11TH A,11.0,8.72727272727,12.1085994986,0.0,0.0,0.0,24.0,24.0,10TH & FERRY
2576,FERRY ST 11TH AVE 10TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & FERRY
2577,FERRY ST 11TH AVE 1287 O,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & FERRY
2578,FERRY ST 11TH AVE 12TH A,71.0,3.54929577465,8.4596331099,0.0,0.0,0.0,0.0,24.0,11TH & FERRY
2579,FERRY ST 12TH AVE 11TH A,49.0,1.65306122449,5.97059119214,0.0,0.0,0.0,0.0,30.0,12TH & FERRY
2580,FERRY ST 12TH AVE 13TH A,68.0,3.70588235294,9.0389849244,0.0,0.0,0.0,0.0,30.0,12TH & FERRY
2581,FERRY ST 13TH AVE 1287 O,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH & FERRY
2582,FERRY ST 13TH AVE 12TH A,50.0,6.12,11.0760635459,0.0,0.0,0.0,0.0,30.0,13TH & FERRY
2583,FERRY ST 13TH AVE 14TH A,99.0,2.9696969697,8.05776915683,0.0,0.0,0.0,0.0,30.0,13TH & FERRY
2584,FERRY ST 14TH AVE 13TH A,62.0,6.61290322581,11.7548104401,0.0,0.0,0.0,18.0,50.0,14TH & FERRY
2585,FERRY ST 14TH AVE 15TH A,84.0,3.42857142857,8.44869094342,0.0,0.0,0.0,0.0,24.0,14TH & FERRY
2586,FERRY ST 1572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FERRY ST 1572
2587,FERRY ST 15TH AVE 14TH A,60.0,2.5,7.5968325246,0.0,0.0,0.0,0.0,30.0,15TH & FERRY
2588,FERRY ST 15TH AVE 16TH A,93.0,2.83870967742,7.94175854278,0.0,0.0,0.0,0.0,30.0,15TH & FERRY
2589,FERRY ST 16TH AVE 15TH A,64.0,3.46875,8.67210223319,0.0,0.0,0.0,0.0,30.0,16TH & FERRY
2590,FERRY ST 16TH AVE 17TH A,58.0,3.0,7.88736497924,0.0,0.0,0.0,0.0,30.0,16TH & FERRY
2591,FERRY ST 17TH AVE 16TH A,43.0,2.23255813953,7.05366236957,0.0,0.0,0.0,0.0,24.0,17TH & FERRY
2592,FERRY ST 17TH AVE 18TH A,89.0,6.74157303371,10.9601842323,0.0,0.0,0.0,24.0,30.0,17TH & FERRY
2593,FERRY ST 18TH AVE 17TH A,57.0,5.89473684211,10.4226474059,0.0,0.0,0.0,0.0,24.0,18TH & FERRY
2594,FERRY ST 18TH AVE 19TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18TH & FERRY
2595,FERRY ST 19TH AVE 18TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19TH & FERRY
2596,FERRY ST 6TH AVE 8TH AVE,42.0,2.85714285714,7.86648162148,0.0,0.0,0.0,0.0,24.0,6TH & FERRY
2597,FERRY ST 7TH AVE 8TH AVE,21.0,1.71428571429,5.73709732481,0.0,0.0,0.0,0.0,24.0,7TH & FERRY
2598,FERRY ST 8TH AVE 6TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & FERRY
2599,FERRY ST 8TH AVE 7TH AVE,3.0,4.0,6.92820323028,0.0,0.0,0.0,6.0,12.0,8TH & FERRY
2600,FERRY ST 8TH AVE BROADWA,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,8TH & FERRY
2601,FERRY ST 99 W 8TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,8TH & FERRY
2602,FERRY ST @ 14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY ST @ 14TH
2603,FERRY ST @ 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FERRY ST @ 19TH
2604,FERRY ST BROADWAY ST 8TH,9.0,3.33333333333,10.0,0.0,0.0,0.0,0.0,30.0,BROADWAY & FERRY
2605,FERRY ST END 11TH AVE,63.0,3.04761904762,8.05510972158,0.0,0.0,0.0,0.0,24.0,11TH & FERRY
2606,FERRY ST END 12TH AVE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH & FERRY
2607,FERRY ST HWY 99W 8TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & FERRY
2608,FILLMORE / W 6TH,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,FILLMORE / W 6TH
2609,FIR ACRES / HAPPY LANE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FIR ACRES / HAPPY LANE
2610,FLORAL LAWRENCE ST WASHI,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,FLORAL LAWRENCE ST WASHI
2611,FOX HOLLOW / W. - E. AMAZON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FOX HOLLOW / W. - E. AMAZON
2612,FRANKLIN & WALNUT,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRANKLIN & WALNUT
2613,FRANKLIN / OVER RIVER,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,FRANKLIN / OVER RIVER
2614,FRANKLIN / VILLARD,1.0,360.0,,360.0,360.0,360.0,360.0,360.0,FRANKLIN / VILLARD
2615,FRANLIN/AGATE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRANLIN/AGATE
2616,FRANNKLIN & WALNUT / PARK & RIDE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRANNKLIN & WALNUT / PARK & RIDE
2617,FRED MEYER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER
2618,FRED MEYER  W 11TH,1.0,380.0,,380.0,380.0,380.0,380.0,380.0,FRED MEYER  W 11TH
2619,FRED MEYER - 60 DIVISION,1.0,380.0,,380.0,380.0,380.0,380.0,380.0,FRED MEYER - 60 DIVISION
2620,FRED MEYER - 60 DIVISION AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER - 60 DIVISION AVE
2621,FRED MEYER - DIVISION,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER - DIVISION
2622,FRED MEYER - RIVER ROAD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER - RIVER ROAD
2623,FRED MEYER - WEST 11TH,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRED MEYER - WEST 11TH
2624,FRED MEYER / DIVISION AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER / DIVISION AVE
2625,FRED MEYER 60 DIVISION AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER 60 DIVISION AVE
2626,FRED MEYER = WEST 11TH,1.0,380.0,,380.0,380.0,380.0,380.0,380.0,FRED MEYER = WEST 11TH
2627,FRED MEYER AT WEST 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER AT WEST 11TH
2628,FRED MEYER ON DIVISION,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER ON DIVISION
2629,FRED MEYER W11,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYER W11
2630,"FRED MEYER, 60 DIVISION AVE",1.0,0.0,,0.0,0.0,0.0,0.0,0.0,"FRED MEYER, 60 DIVISION AVE"
2631,FRED MEYERS / W 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYERS / W 11TH
2632,FRED MEYERS ON DIVISION,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYERS ON DIVISION
2633,FRED MEYERS WEST 11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRED MEYERS WEST 11TH
2634,FRIENDLY 18TH AVE 17TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,FRIENDLY 18TH AVE 17TH A
